numTreatments,instCode,name,type,journals,dois,country,country_name,region
239,CNCI,Canadian National Collection Insects,COLLECTION,ZooKeys;Journal of Hymenoptera Research,10.3897/zookeys.830.32463;10.3897/JHR.49.7714;10.3897/jhr.53.10217;10.3897/jhr.56.10158;10.3897/jhr.61.13466;10.3897/jhr.73.33876;10.3897/jhr.73.38383;10.3897/jhr.73.34262;10.3897/jhr.73.38025;10.3897/zookeys.787.26948;10.3897/zookeys.783.26872;10.3897/zookeys.778.25775;10.3897/zookeys.730.21846;10.3897/zookeys.663.11554;10.3897/zookeys.565.7185;10.3897/zookeys.648.10935,CA,Canada,GN
234,SMF,Forschungsinstitut und Natur-Museum Senckenberg,MUSEUM,ZooKeys;Subterranean Biology;Zoosystematics and Evolution,10.3897/zookeys.818.30587;10.3897/zookeys.811.29187;10.3897/zookeys.795.29339;10.3897/zookeys.784.26521;10.3897/zookeys.777.24917;10.3897/subtbiol.24.20985;10.3897/zookeys.523.6114;10.3897/zookeys.747.23468;10.3897/zse.94.21754;10.3897/zookeys.869.35546;10.3897/zookeys.845.32428;10.3897/zookeys.842.33052;10.3897/zookeys.577.7848;10.3897/zookeys.944.49921;10.3897/zookeys.675.12453;10.3897/zookeys.660.11780;10.3897/zookeys.976.53859;10.3897/zookeys.605.8060;10.3897/zookeys.599.8168;10.3897/zookeys.592.8118;10.3897/zookeys.589.7933;10.3897/zookeys.1006.59732;10.3897/zse.97.59143;10.3897/zookeys.1010.58759;10.3897/zookeys.1027.54888;10.3897/zookeys.769.25258;10.3897/zookeys.519.8784,DE,Germany,GN
219,OSUC,C.A. Triplehorn Insect Collection,COLLECTION,ZooKeys;Journal of Hymenoptera Research,10.3897/zookeys.830.32463;10.3897/JHR.47.5730;10.3897/jhr.56.10158;10.3897/jhr.56.10388;10.3897/jhr.73.33876;10.3897/jhr.73.38383;10.3897/zookeys.778.25775;10.3897/zookeys.730.21846;10.3897/zookeys.537.6115;10.3897/zookeys.565.7185;10.3897/zookeys.648.10935;10.3897/zookeys.811.29725;10.3897/zookeys.663.11554,US,United States,GN
210,ZMUC,Natural History Museum of Denmark,MUSEUM,ZooKeys;Nota Lepidopterologica;Deutsche Entomologische Zeitschrift;Zoosystematics and Evolution,10.3897/zookeys.833.32413;10.3897/zookeys.827.32969;10.3897/zookeys.800.26292;10.3897/zookeys.786.28270;10.3897/nl.40.11184;10.3897/nl.41.23395;10.3897/zookeys.522.10294;10.3897/zookeys.752.23712;10.3897/dez.63.10799;10.3897/nl.42.33412;10.3897/zookeys.687.13844;10.3897/zookeys.664.11881;10.3897/zookeys.571.6897;10.3897/zookeys.594.8623;10.3897/zse.96.48431;10.3897/zookeys.963.54842;10.3897/zookeys.684.13383;10.3897/zookeys.681.12522;10.3897/zookeys.669.12398;10.3897/zookeys.651.11235;10.3897/zookeys.628.9805;10.3897/zookeys.619.10043;10.3897/nl.43.54916;10.3897/zookeys.587.8188;10.3897/zookeys.568.6872;10.3897/zookeys.761.24214;10.3897/zookeys.753.22366;10.3897/nl.43.48404,DK,Denmark,GN
206,WAM,Western Australian Museum,MUSEUM,Evolutionary Systematics;Journal of Hymenoptera Research;Subterranean Biology;ZooKeys,10.3897/evolsyst.1.14665;10.3897/evolsyst.1.14847;10.3897/evolsyst.2.30778;10.3897/jhr.64.25219;10.3897/subtbiol.20.10389;10.3897/zookeys.864.34521;10.3897/zookeys.695.19906;10.3897/zookeys.700.11784;10.3897/zookeys.618.8059;10.3897/zookeys.581.8044;10.3897/zookeys.1012.57172;10.3897/zookeys.756.24397;10.3897/zookeys.520.6185,AU,Australia,GN
205,SEMC,University of Kansas - Biodiversity Institute,MUSEUM,Journal of Hymenoptera Research;ZooKeys,10.3897/jhr.55.12209;10.3897/jhr.61.20345;10.3897/jhr.69.32561;10.3897/zookeys.768.24423;10.3897/zookeys.716.21150;10.3897/zookeys.705.19815;10.3897/zookeys.537.6115;10.3897/zookeys.601.9499;10.3897/zookeys.664.11881;10.3897/zookeys.904.48592;10.3897/zookeys.622.9155;10.3897/zookeys.669.11773;10.3897/zookeys.973.54026;10.3897/zookeys.617.9178;10.3897/zookeys.1001.58447;10.3897/zookeys.557.7087;10.3897/zookeys.714.15113;10.3897/zookeys.1019.59881;10.3897/zookeys.1025.60442,US,United States,GN
194,CASC,California Academy of Sciences,MUSEUM,ZooKeys,10.3897/zookeys.898.37531;10.3897/zookeys.798.28606;10.3897/zookeys.724.21057;10.3897/zookeys.863.33183;10.3897/zookeys.690.13751;10.3897/zookeys.905.39592;10.3897/zookeys.949.51269;10.3897/zookeys.681.13187;10.3897/zookeys.1001.58447;10.3897/zookeys.770.24908;10.3897/zookeys.767.21105;10.3897/zookeys.670.11839;10.3897/zookeys.572.7177;10.3897/zookeys.627.8629;10.3897/zookeys.616.9532,US,United States,GN
191,ZFMK,Zoologisches Forschungsmuseum Alexander Koenig,MUSEUM,ZooKeys;Journal of Hymenoptera Research;Nota Lepidopterologica;Zoosystematics and Evolution;Evolutionary Systematics,10.3897/zookeys.837.32057;10.3897/zookeys.829.29708;10.3897/zookeys.896.36493;10.3897/jhr.63.12754;10.3897/zookeys.772.25320;10.3897/zookeys.746.14885;10.3897/zookeys.721.13918;10.3897/zookeys.525.6057;10.3897/zookeys.693.13012;10.3897/nl.40.10440;10.3897/zookeys.577.7825;10.3897/zookeys.679.12547;10.3897/zookeys.660.11780;10.3897/zookeys.635.9915;10.3897/zookeys.609.8288;10.3897/zookeys.568.6872;10.3897/zse.97.57297;10.3897/zookeys.1026.63749;10.3897/evolsyst.3.33417;10.3897/zookeys.811.29725,DE,Germany,GN
188,BPBM,Bernice Pauahi Bishop Museum,MUSEUM,ZooKeys;Zoosystematics and Evolution;Deutsche Entomologische Zeitschrift,10.3897/zookeys.835.32562;10.3897/zookeys.835.27528;10.3897/zookeys.818.32061;10.3897/zse.92.7629;10.3897/zse.92.5581;10.3897/zookeys.796.21293;10.3897/zookeys.796.21054;10.3897/zookeys.786.28421;10.3897/zookeys.786.27382;10.3897/zookeys.778.25775;10.3897/zookeys.773.21690;10.3897/zookeys.730.21846;10.3897/zookeys.547.9698;10.3897/zookeys.912.47719;10.3897/zookeys.544.6074;10.3897/zookeys.559.6134;10.3897/zookeys.641.11500;10.3897/zookeys.635.9915;10.3897/zookeys.614.10200;10.3897/zookeys.984.53587;10.3897/zookeys.605.8060;10.3897/zookeys.562.6052;10.3897/dez.68.63635;10.3897/zookeys.1037.56303,US,United States,GN
176,NMPC,National Museum Prague,MUSEUM,Deutsche Entomologische Zeitschrift;ZooKeys,10.3897/dez.65.26261;10.3897/zookeys.837.32057;10.3897/zookeys.889.34690;10.3897/zookeys.800.26292;10.3897/zookeys.796.22517;10.3897/zookeys.796.21536;10.3897/zookeys.736.21628;10.3897/zookeys.715.20497;10.3897/zookeys.715.15913;10.3897/zookeys.706.18081;10.3897/zookeys.853.33311;10.3897/zookeys.656.11676;10.3897/zookeys.912.47719;10.3897/zookeys.577.7301;10.3897/zookeys.963.54714;10.3897/zookeys.681.12522;10.3897/zookeys.974.56059;10.3897/dez.67.50078;10.3897/zookeys.746.23637,CZ,Czechia,GN
173,CUIC,Cornell University Insect Collection,UNIVERSITY_COLLEGE,Deutsche Entomologische Zeitschrift;Journal of Hymenoptera Research;ZooKeys,10.3897/dez.65.27424;10.3897/jhr.71.35754;10.3897/zookeys.537.6115;10.3897/zookeys.544.6074;10.3897/zookeys.611.9058;10.3897/zookeys.982.52363;10.3897/zookeys.566.7344;10.3897/zookeys.566.6982,US,United States,GN
165,FMNH,Field Museum of Natural History,MUSEUM,Deutsche Entomologische Zeitschrift;ZooKeys;Subterranean Biology;Zoosystematics and Evolution,10.3897/dez.65.27424;10.3897/dez.66.38022;10.3897/zookeys.882.35532;10.3897/subtbiol.26.25605;10.3897/zookeys.863.34662;10.3897/zookeys.854.35133;10.3897/zookeys.846.33200;10.3897/zookeys.695.19906;10.3897/zookeys.688.19867;10.3897/zookeys.537.6115;10.3897/zookeys.685.13811;10.3897/zookeys.640.9690;10.3897/zookeys.663.11320;10.3897/zookeys.632.10483;10.3897/zookeys.1001.58447;10.3897/zookeys.572.7823;10.3897/zookeys.557.7087;10.3897/zse.97.59143;10.3897/zookeys.1030.62544;10.3897/zookeys.639.10893,US,United States,GN
156,CUMZ,"Carleton University, Museum of Zoology",MUSUM,ZooKeys;Zoosystematics and Evolution,10.3897/zookeys.833.32413;10.3897/zookeys.760.24837;10.3897/zookeys.725.22014;10.3897/zookeys.722.21192;10.3897/zookeys.870.36970;10.3897/zookeys.684.12558;10.3897/zookeys.672.10212;10.3897/zookeys.976.53859;10.3897/zookeys.996.57411;10.3897/zookeys.589.7933;10.3897/zookeys.590.7950;10.3897/zse.97.59143;10.3897/zookeys.761.24214;10.3897/zookeys.1040.66209,CA,Canada,GN
152,MHNG,Muséum d'histoire naturelle de la Ville de Genève,MUSEUM,ZooKeys;Journal of Hymenoptera Research;Deutsche Entomologische Zeitschrift,10.3897/zookeys.835.33231;10.3897/jhr.71.35754;10.3897/zookeys.777.23212;10.3897/zookeys.775.26893;10.3897/zookeys.766.24523;10.3897/zookeys.706.14807;10.3897/zookeys.842.33609;10.3897/zookeys.525.6057;10.3897/dez.63.8344;10.3897/dez.63.8386;10.3897/zookeys.664.11881;10.3897/zookeys.906.47978;10.3897/zookeys.556.7011;10.3897/zookeys.572.7177;10.3897/zookeys.949.51269;10.3897/zookeys.595.8752;10.3897/zookeys.1009.59205;10.3897/zookeys.1010.58348;10.3897/zookeys.1035.65767;10.3897/zookeys.767.21105;10.3897/zookeys.670.11839;10.3897/zookeys.680.13213,CH,Switzerland,GN
149,QM,U.S. Army Natick Research and Development Center,HERBARIUM,Evolutionary Systematics;ZooKeys,10.3897/evolsyst.1.14847;10.3897/evolsyst.1.15735;10.3897/evolsyst.2.30778;10.3897/evolsyst.3.34496;10.3897/zookeys.818.32061;10.3897/zookeys.700.11784;10.3897/zookeys.697.13381;10.3897/zookeys.647.11455;10.3897/zookeys.598.9229;10.3897/zookeys.646.10912;10.3897/zookeys.638.10883;10.3897/zookeys.618.8059;10.3897/zookeys.984.53587;10.3897/zookeys.586.6774;10.3897/zookeys.554.6120;10.3897/zookeys.1012.57172,US,United States,GN
138,TAMU,Texas A&M University,HERBARIUM,ZooKeys;Journal of Hymenoptera Research,10.3897/zookeys.809.30647;10.3897/zookeys.796.21285;10.3897/jhr.54.10457;10.3897/zookeys.787.26948;10.3897/zookeys.778.25775;10.3897/zookeys.747.22731;10.3897/zookeys.702.14728;10.3897/zookeys.528.6001;10.3897/zookeys.1001.58447;10.3897/zookeys.1027.54888,US,United States,GN
137,DZUP,"Universidade Federal do Parana, Colecao de Entomologia Pe. Jesus Santiago Moure",UNIVERSITY_COLLEGE,ZooKeys;Journal of Hymenoptera Research,10.3897/zookeys.699.12031;10.3897/zookeys.854.35133;10.3897/zookeys.541.6297;10.3897/zookeys.677.12435;10.3897/zookeys.631.10718;10.3897/zookeys.628.9805;10.3897/jhr.79.57686;10.3897/zookeys.1001.58447;10.3897/zookeys.1005.57629;10.3897/zookeys.566.7344;10.3897/zookeys.566.6982;10.3897/jhr.81.60048,BR,Brazil,GS
136,TLMF,Tiroler Landesmuseum Ferdinandeum,MUSEUM,ZooKeys;Nota Lepidopterologica,10.3897/zookeys.800.26292;10.3897/nl.40.11184;10.3897/nl.42.33412;10.3897/nl.38.5058;10.3897/nl.43.50430;10.3897/zookeys.963.54842;10.3897/zookeys.684.13383;10.3897/nl.43.54916;10.3897/zookeys.992.53975;10.3897/nl.39.9090;10.3897/zookeys.596.8725;10.3897/zookeys.586.8375;10.3897/nl.43.38538,AT,Austria,GN
134,NMNH,"National Museum of Natural History, the Smithsonian Institution, Washington DC, United States",MUSEUM,Journal of Hymenoptera Research;ZooKeys;Deutsche Entomologische Zeitschrift,10.3897/JHR.50.8220;10.3897/jhr.53.10369;10.3897/zookeys.793.26712;10.3897/zookeys.780.26977;10.3897/zookeys.742.22900;10.3897/zookeys.742.21819;10.3897/zookeys.714.15113;10.3897/zookeys.841.29570;10.3897/dez.63.8977;10.3897/zookeys.544.6074;10.3897/zookeys.927.49584;10.3897/zookeys.635.10535;10.3897/zookeys.626.10033;10.3897/zookeys.625.8729;10.3897/zookeys.615.9530;10.3897/zookeys.604.9049;10.3897/zookeys.533.6004;10.3897/zookeys.1017.50619;10.3897/zookeys.1016.61397;10.3897/zookeys.1040.64280,US,United States,GN
132,CMNC,"Canadian Museum of Nature, Ottawa",MUSEUM,ZooKeys,10.3897/zookeys.884.39322;10.3897/zookeys.787.26948;10.3897/zookeys.785.26674;10.3897/zookeys.744.22766;10.3897/zookeys.699.12031;10.3897/zookeys.863.33183;10.3897/zookeys.690.13751;10.3897/zookeys.679.12805;10.3897/zookeys.1001.58447;10.3897/zookeys.747.22731;10.3897/zookeys.528.6001;10.3897/zookeys.617.9178,CA,Canada,GN
114,INPA,Instituto Nacional de Pesquisas da Amazonia,INSTITUTE,Zoosystematics and Evolution;ZooKeys;Journal of Hymenoptera Research;PhytoKeys,10.3897/zse.92.10049;10.3897/zookeys.896.36493;10.3897/jhr.51.9634;10.3897/jhr.71.35754;10.3897/zookeys.768.24423;10.3897/zookeys.714.11503;10.3897/zookeys.699.12031;10.3897/phytokeys.63.7368;10.3897/phytokeys.134.37979;10.3897/zookeys.526.6128;10.3897/zookeys.678.5978;10.3897/zookeys.553.5988;10.3897/zookeys.558.6671;10.3897/zookeys.631.10718;10.3897/zookeys.612.7851;10.3897/zookeys.603.7335;10.3897/zookeys.571.5983;10.3897/zookeys.1019.59881;10.3897/jhr.81.60048;10.3897/zookeys.1025.60442;10.3897/zookeys.1033.60686;10.3897/phytokeys.169.57996,BR,Brazil,GS
111,RBINS,Royal Belgian Institute of Natural Sciences,MUSEUM,Deutsche Entomologische Zeitschrift;ZooKeys;Journal of Hymenoptera Research,10.3897/dez.65.26693;10.3897/zookeys.798.28107;10.3897/jhr.51.9830;10.3897/jhr.53.9902;10.3897/zookeys.743.22696;10.3897/zookeys.723.21817;10.3897/zookeys.870.36970;10.3897/zookeys.675.12453;10.3897/zookeys.592.8118;10.3897/zookeys.559.6281;10.3897/zookeys.1019.61496;10.3897/zookeys.1018.61033;10.3897/zookeys.1039.66493,BE,Belgium,GN
111,CBS,"Centraalbureau voor Schimmelcultures, Fungal and Yeast Collection",,MycoKeys,10.3897/mycokeys.47.30740;10.3897/mycokeys.60.39069;10.3897/mycokeys.74.57824;10.3897/mycokeys.68.50035;10.3897/mycokeys.63.46836;10.3897/mycokeys.49.31904;10.3897/mycokeys.44.29742;10.3897/mycokeys.76.58406;10.3897/mycokeys.77.60862;10.3897/mycokeys.77.60077;10.3897/mycokeys.78.60063;10.3897/mycokeys.19.11161;10.3897/mycokeys.32.23754;10.3897/mycokeys.34.25974;10.3897/mycokeys.40.28636;10.3897/mycokeys.74.53433;10.3897/mycokeys.75.57192;10.3897/mycokeys.68.51667;10.3897/mycokeys.59.37966,NL,Netherlands,GN
108,AKTC,"Alexey Tishechkin Collection, Sacramento, USA",COLLECTION,ZooKeys,10.3897/zookeys.854.35133;10.3897/zookeys.1001.58447,US,United States,GN
103,CMNH,"Carnegie Museum of Natural History, Pittsburgh, PA",MUSEUM,Deutsche Entomologische Zeitschrift;ZooKeys;Journal of Hymenoptera Research,10.3897/dez.66.38022;10.3897/zookeys.893.47059;10.3897/jhr.71.35754;10.3897/zookeys.690.13751;10.3897/zookeys.660.11228;10.3897/zookeys.648.10935;10.3897/zookeys.626.10033;10.3897/zookeys.611.9058;10.3897/zookeys.982.52363;10.3897/zookeys.532.6587;10.3897/zookeys.566.6982;10.3897/zookeys.533.6004;10.3897/zookeys.1016.61397;10.3897/zookeys.1040.62309,US,United States,GN
102,CHND,"Nicolas Degallier Collection, Paris",COLLECTION,ZooKeys,10.3897/zookeys.854.35133;10.3897/zookeys.1001.58447,FR,France,GN
101,NHRS,"Swedish Museum of Natural History, Entomology Collections",COLLECTION,Deutsche Entomologische Zeitschrift;Journal of Hymenoptera Research;ZooKeys,10.3897/dez.65.26693;10.3897/jhr.72.38908;10.3897/zookeys.718.21151;10.3897/zookeys.530.6047;10.3897/zookeys.963.53470;10.3897/zookeys.677.12435;10.3897/zookeys.632.10483;10.3897/zookeys.984.53587;10.3897/zookeys.604.9049;10.3897/jhr.72.39339,SE,Sweden,GN
101,MIZA,Museo del Instituto de Zoologia Agricola Francisco Fernandez Yepez,MUSEUM,ZooKeys,10.3897/zookeys.778.25775;10.3897/zookeys.768.24423;10.3897/zookeys.705.19815;10.3897/zookeys.658.10928;10.3897/zookeys.580.8153;10.3897/zookeys.622.9155;10.3897/zookeys.669.11773;10.3897/zookeys.744.22766;10.3897/zookeys.1019.59881,VE,Venezuela,GN
101,MFLU,Mae Fah Laung University Herbarium,HERBARIUM,MycoKeys;ZooKeys,10.3897/mycokeys.20.11754;10.3897/mycokeys.33.23670;10.3897/mycokeys.34.25124;10.3897/mycokeys.40.26918;10.3897/zookeys.556.6002;10.3897/mycokeys.70.54231;10.3897/mycokeys.70.53674;10.3897/mycokeys.70.52043;10.3897/mycokeys.65.49769;10.3897/mycokeys.61.47056;10.3897/mycokeys.46.32458;10.3897/mycokeys.43.29365;10.3897/mycokeys.38.28011;10.3897/mycokeys.76.58465;10.3897/mycokeys.78.61836;10.3897/mycokeys.79.60662;10.3897/mycokeys.51.32272,TH,Thailand,GS
97,LSAM,Louisiana State Arthropod Museum,MUSEUM,ZooKeys,10.3897/zookeys.787.26948;10.3897/zookeys.685.13811;10.3897/zookeys.1001.58447;10.3897/zookeys.1016.61397,US,United States,GN
97,MO,Missouri Botanical Garden,HERBARIUM,PhytoKeys,10.3897/phytokeys.77.11190;10.3897/phytokeys.76.11637;10.3897/phytokeys.76.10298;10.3897/phytokeys.74.10380;10.3897/phytokeys.74.10371;10.3897/phytokeys.74.10159;10.3897/phytokeys.69.9292;10.3897/phytokeys.65.7024;10.3897/phytokeys.64.6864;10.3897/phytokeys.63.8198;10.3897/phytokeys.63.6262;10.3897/phytokeys.58.6973;10.3897/phytokeys.57.5784;10.3897/phytokeys.57.5339;10.3897/phytokeys.56.5306;10.3897/phytokeys.134.37979;10.3897/phytokeys.67.6703,US,United States,GN
92,ZIN,"Russian Academy of Sciences, Zoological Institute, Zoological Museum",MUSEUM,Deutsche Entomologische Zeitschrift;ZooKeys;Nota Lepidopterologica;Journal of Hymenoptera Research,10.3897/dez.65.26261;10.3897/zookeys.837.32057;10.3897/nl.40.13085;10.3897/zookeys.853.33311;10.3897/jhr.75.47006;10.3897/zookeys.914.46652;10.3897/zookeys.953.52282;10.3897/zookeys.662.11267;10.3897/zookeys.974.56059;10.3897/zookeys.995.55981;10.3897/jhr.76.48004;10.3897/jhr.74.39299;10.3897/zookeys.596.8725;10.3897/zookeys.593.8511;10.3897/zookeys.970.54801;10.3897/zookeys.1028.61018,RU,Russian Federation,GN
92,EMEC,Essig Museum of Entomology,UNIVERSITY_COLLEGE,Deutsche Entomologische Zeitschrift;ZooKeys;Journal of Hymenoptera Research,10.3897/dez.66.38022;10.3897/zookeys.803.28124;10.3897/jhr.54.10457;10.3897/jhr.55.12209;10.3897/zookeys.765.24144;10.3897/zookeys.755.23939;10.3897/zookeys.863.33183;10.3897/zookeys.528.6001;10.3897/zookeys.674.11435;10.3897/zookeys.646.11411;10.3897/jhr.76.48004;10.3897/zookeys.1007.60012,US,United States,GN
90,MZSP,"Sao Paulo, Museu de Zoologia da Universidade de Sao Paulo",MUSEUM,ZooKeys;Zoosystematics and Evolution;Deutsche Entomologische Zeitschrift;Journal of Hymenoptera Research,10.3897/zookeys.880.35482;10.3897/zse.93.10995;10.3897/zookeys.753.20805;10.3897/zookeys.726.19778;10.3897/zookeys.699.12031;10.3897/zookeys.530.6155;10.3897/zookeys.537.6073;10.3897/dez.63.6615;10.3897/zookeys.589.7951;10.3897/zookeys.648.10935;10.3897/zookeys.603.7335;10.3897/zookeys.566.7344;10.3897/jhr.81.60048;10.3897/zookeys.1033.60686;10.3897/zookeys.771.24921;10.3897/zookeys.670.11839,BR,Brazil,GS
85,MfN,Museum für Naturkunde,MUSEUM,Deutsche Entomologische Zeitschrift;Nota Lepidopterologica;ZooKeys;Subterranean Biology,10.3897/dez.65.25747;10.3897/dez.65.26693;10.3897/nl.41.26835;10.3897/dez.63.7556;10.3897/dez.63.10799;10.3897/zookeys.963.53470;10.3897/subtbiol.37.60483;10.3897/dez.68.61819,DE,Germany,GN
83,MSNG,Museo Civico di Storia Naturale di Genova 'Giacomo Doria',MUSEUM,Deutsche Entomologische Zeitschrift;Journal of Hymenoptera Research;ZooKeys,10.3897/dez.65.26693;10.3897/jhr.71.35754;10.3897/zookeys.524.5990;10.3897/zookeys.651.10336;10.3897/zookeys.547.9375;10.3897/zookeys.572.7177;10.3897/zookeys.680.12135;10.3897/zookeys.679.11967;10.3897/zookeys.559.6281;10.3897/zookeys.553.5999;10.3897/zookeys.670.11839,IT,Italy,GN
81,MZUSP,Museu de Zoologia da Universidade de Sao Paulo,MUSEUM,Journal of Hymenoptera Research;Zoosystematics and Evolution;ZooKeys;Subterranean Biology,10.3897/JHR.49.7862;10.3897/zse.92.10049;10.3897/zookeys.806.27404;10.3897/zookeys.794.26789;10.3897/zookeys.786.27382;10.3897/zookeys.776.26308;10.3897/subtbiol.23.20963;10.3897/zookeys.724.20680;10.3897/zookeys.714.11503;10.3897/zookeys.867.34034;10.3897/zookeys.534.6169;10.3897/zookeys.537.6073;10.3897/zookeys.541.6022;10.3897/zookeys.668.11350;10.3897/zookeys.643.11093;10.3897/zookeys.552.5956;10.3897/zookeys.825.32271;10.3897/zookeys.634.9917;10.3897/zookeys.631.10718;10.3897/zookeys.626.10033;10.3897/zookeys.595.8626;10.3897/zookeys.546.6175;10.3897/zookeys.1016.59617,BR,Brazil,GS
81,ZISP,"Zoological Institute, Russian Academy of Sciences",INSTITUTE,ZooKeys;Journal of Hymenoptera Research,10.3897/zookeys.796.21432;10.3897/zookeys.796.21429;10.3897/zookeys.796.21877;10.3897/jhr.52.10067;10.3897/jhr.58.12919;10.3897/jhr.62.21858;10.3897/zookeys.747.24351;10.3897/zookeys.723.21668;10.3897/zookeys.946.51780;10.3897/zookeys.672.10624;10.3897/zookeys.651.11235;10.3897/zookeys.974.54536;10.3897/zookeys.615.9311;10.3897/jhr.79.56481;10.3897/jhr.79.56839;10.3897/jhr.79.57887;10.3897/zookeys.999.58747;10.3897/zookeys.582.7426;10.3897/jhr.80.58737;10.3897/zookeys.1036.56919;10.3897/JHR.45.5313,RU,Russian Federation,GN
80,ZRC,"Zoological Reference Collection (ZRC) of the Lee Kong Chian Natural History Museum, National University of Singapore, Singapore",COLLECTION,Zoosystematics and Evolution;ZooKeys,10.3897/zse.95.39214;10.3897/zookeys.811.29187;10.3897/zookeys.747.23468;10.3897/zookeys.738.23708;10.3897/zookeys.716.21349;10.3897/zookeys.858.35198;10.3897/zookeys.694.14871;10.3897/zookeys.662.11908;10.3897/zookeys.647.11455;10.3897/zookeys.672.10212;10.3897/zookeys.976.53859;10.3897/zookeys.994.56810;10.3897/zookeys.1031.63134;10.3897/zookeys.817.29332;10.3897/zookeys.769.26152;10.3897/zookeys.760.24787,SG,Singapore,GN
80,BJFC,Beijing Forestry University,HERBARIUM,MycoKeys,10.3897/mycokeys.20.11754;10.3897/mycokeys.22.12380;10.3897/mycokeys.29.21250;10.3897/mycokeys.30.23109;10.3897/mycokeys.37.25901;10.3897/mycokeys.56.36079;10.3897/mycokeys.40.28700;10.3897/mycokeys.50.32517;10.3897/mycokeys.52.34066;10.3897/mycokeys.69.54012;10.3897/mycokeys.72.51872;10.3897/mycokeys.68.53561;10.3897/mycokeys.62.47425;10.3897/mycokeys.61.46799;10.3897/mycokeys.60.46395;10.3897/mycokeys.57.38035;10.3897/mycokeys.56.35554;10.3897/mycokeys.48.31956;10.3897/mycokeys.39.26914;10.3897/mycokeys.77.59999;10.3897/mycokeys.79.65221;10.3897/mycokeys.80.63997;10.3897/mycokeys.32.23641;10.3897/mycokeys.34.22593;10.3897/mycokeys.48.31715,CN,China,GS
79,CEMT,"Seção de Entomologia da Coleção Zoológica, Departamento de Biologia e Zoologia, Universidade Federal de Mato Grosso, Cuiabá, MG, BRA",COLLECTION,ZooKeys,10.3897/zookeys.702.14728;10.3897/zookeys.699.12031;10.3897/zookeys.1001.58447;10.3897/zookeys.747.22731;10.3897/zookeys.743.23029;10.3897/zookeys.999.53130,BR,Brazil,GS
78,NHMB,Natural History Museum Bucharest,MUSEUM,ZooKeys,10.3897/zookeys.837.32057;10.3897/zookeys.789.27022;10.3897/zookeys.753.22366;10.3897/zookeys.699.12031;10.3897/zookeys.536.5982;10.3897/zookeys.912.47719;10.3897/zookeys.615.9179;10.3897/zookeys.980.56807;10.3897/zookeys.596.8725,RO,Romania,GN
